"","x"
"1880",26007009
"1881",26091231
"1882",26406358
"1883",26485559
"1884",26531386
"1885",27298851
"1886",28498632
"1887",28760036
"1888",28899556
"1889",28941567
"1890",29082001
"1891",29161751
"1892",29389669
"1893",29436756
"1894",29699548
"1895",29723739
"1896",29778559
"1897",30058558
"1898",30338908
"1899",30407794
"1900",30633748
"1901",4542234
"1902",47689
"1903",5019928
"1904",5937082
"1905",7288980
"1906",7584873
"1907",825434
"1908",9228667
"1909",9242346
"1910",9296275
"1911",10760308
"1912",11007583
"1913",11135365
"1914",11506886
"1915",12140366
"1916",12854463
"1917",13277193
"1918",13721919
"1919",13890462
"1920",13911297
"1921",14295903
"1922",14618111
"1923",14654362
"1924",14690821
"1925",15202209
"1926",15211083
"1927",15604889
"1928",15859832
"1929",15936403
"1930",16579021
"1931",18071255
"1932",18695767
"1933",20652194
"1934",20997291
"1935",21050821
"1936",22562877
"1937",23312015
"1938",23946904
"1939",24305986
"1940",24591781
"1941",24603048
"1942",25788041
"1943",26627840
"1944",26996986
"1945",2725407
"1946",27761677
"1947",28017366
"1948",28405491
"1949",28560859
"1950",28652514
"1951",29314798
"1952",29387932
"1953",29532291
"1954",29689342
"1955",29801535
"1956",29816043
"1957",30015330
"1958",30108896
"1959",30672719
"1960",3205638
"1961",3344238
"1962",3425238
"1963",3486132
"1964",3682440
"1965",4754348
"1966",5169716
"1967",6253359
"1968",7311704
"1969",7803762
"1970",811944
"1971",8965898
"1972",8990683
"1973",9842909
"1974",10571949
"1975",11482721
"1976",11623076
"1977",11681739
"1978",12671151
"1979",12890554
"1980",13293718
"1981",14148916
"1982",14377138
"1983",15032524
"1984",1532676
"1985",15340090
"1986",15953090
"1987",16396034
"1988",17264343
"1989",18227307
"1990",1848395
"1991",20712206
"1992",20839323
"1993",21858556
"1994",22186344
"1995",22601045
"1996",23646340
"1997",23976722
"1998",24098113
"1999",24332923
"2000",24532138
"2001",25603037
"2002",26247078
"2003",27418390
"2004",27595024
"2005",27691171
"2006",28012128
"2007",28650201
"2008",29118328
"2009",30326020
"2010",30409910
"2011",30413456
"2012",3102273
"2013",3285488
"2014",4159151
"2015",55015
"2016",6047342
"2017",6668891
"2018",701163
"2019",7690985
"2020",7827505
"2021",841186
"2022",9095270
"2023",9728871
"2024",10595043
"2025",10870281
"2026",11083536
"2027",11167461
"2028",11178973
"2029",11313855
"2030",11522231
"2031",11538531
"2032",11756223
"2033",11930733
"2034",13255027
"2035",13425460
"2036",14435206
"2037",14771986
"2038",15052172
"2039",15637137
"2040",15771976
"2041",16053422
"2042",16401272
"2043",17739347
"2044",19008959
"2045",205228
"2046",20804890
"2047",21058898
"2048",21310013
"2049",22537606
"2050",22613449
"2051",22690705
"2052",22905425
"2053",23381787
"2054",23626532
"2055",24347388
"2056",27375056
"2057",28242520
"2058",2835010
"2059",29181518
"2060",29328993
"2061",29433392
"2062",29467674
"2063",29528333
"2064",2967753
"2065",29708685
"2066",29711096
"2067",29847573
"2068",30159252
"2069",30434238
"2070",30673206
"2071",30745792
"2072",30829384
"2073",310609
"2074",3159452
"2075",4726774
"2076",5301846
"2077",558137
"2078",6486344
"2079",6939062
"2080",6942905
"2081",7706564
"2082",899706
"2083",9121082
"2084",990489
"2085",10916533
"2086",10989498
"2087",11720773
"2088",12251799
"2089",12843530
"2090",13079600
"2091",13438999
"2092",13843638
"2093",13937689
"2094",13968685
"2095",14531723
"2096",16246294
"2097",16528840
"2098",17860073
"2099",18407129
"2100",18586248
"2101",1872741
"2102",18894633
"2103",19973137
"2104",21958557
"2105",22689627
"2106",24233943
"2107",24336246
"2108",24588472
"2109",25628870
"2110",25686506
"2111",27758575
"2112",27805293
"2113",27882829
"2114",2826921
"2115",28321938
"2116",28485216
"2117",29346075
"2118",29691397
"2119",30104271
"2120",3031607
"2121",30502233
"2122",30650770
"2123",30812518
"2124",3798580
"2125",3840591
"2126",4246264
"2127",7635528
"2128",9290563
"2129",9440197
"2130",9460582
"2131",1007825
"2132",10098713
"2133",10441568
"2134",10551124
"2135",11223
"2136",11586657
"2137",11989902
"2138",13991563
"2139",14529998
"2140",1461074
"2141",15259481
"2142",15917039
"2143",16917029
"2144",17357875
"2145",17384604
"2146",17727810
"2147",1854472
"2148",1898348
"2149",1915870
"2150",19161896
"2151",20674815
"2152",20706099
"2153",21325055
"2154",21806088
"2155",22084610
"2156",22892161
"2157",24128888
"2158",24417742
"2159",24666999
"2160",24701188
"2161",25702724
"2162",26218
"2163",26497281
"2164",27118028
"2165",27282152
"2166",27325684
"2167",27343710
"2168",28134586
"2169",28140165
"2170",28151064
"2171",28340244
"2172",28854749
"2173",29445508
"2174",29714635
"2175",29734075
"2176",29746973
"2177",29751454
"2178",29806408
"2179",30659862
"2180",3423955
"2181",4016206
"2182",4569807
"2183",5243456
"2184",5561309
"2185",7044408
"2186",904738
"2187",9551014
"2188",9653453
"2189",9975654
"2190",10153569
"2191",10539480
"2192",10753149
"2193",11013987
"2194",11562960
"2195",11654571
"2196",11880363
"2197",12502620
"2198",13650526
"2199",13804101
"2200",14749227
"2201",14905881
"2202",149198
"2203",15123950
"2204",15209775
"2205",15502832
"2206",16051229
"2207",16399495
"2208",16479108
"2209",17032713
"2210",17062567
"2211",17097866
"2212",19427630
"2213",20985875
"2214",21270921
"2215",22789097
"2216",24606761
"2217",24847142
"2218",26458799
"2219",26527846
"2220",27211539
"2221",27608302
"2222",2862888
"2223",29343403
"2224",29478206
"2225",29522990
"2226",29582822
"2227",29705195
"2228",29779914
"2229",30112328
"2230",30264104
"2231",30344501
"2232",30410048
"2233",304302
"2234",30494532
"2235",3550153
"2236",3969410
"2237",4836045
"2238",6449735
"2239",7276213
"2240",7340716
"2241",10775812
"2242",11506080
"2243",1238164
"2244",12761147
"2245",13019933
"2246",13782738
"2247",1405177
"2248",14197863
"2249",15534018
"2250",15798692
"2251",15832521
"2252",15883318
"2253",15924989
"2254",17825084
"2255",18172484
"2256",19336623
"2257",19936447
"2258",1997421
"2259",1998718
"2260",2169799
"2261",22426964
"2262",22618448
"2263",22686182
"2264",23252504
"2265",24035649
"2266",24826524
"2267",25909006
"2268",26260410
"2269",26593998
"2270",26637403
"2271",2671395
"2272",26773529
"2273",27134563
"2274",27203610
"2275",27365961
"2276",28065710
"2277",28791985
"2278",28819560
"2279",29367273
"2280",29423469
"2281",29703413
"2282",29783631
"2283",30061803
"2284",30231408
"2285",30300906
"2286",30824644
"2287",3108984
"2288",3822404
"2289",389102
"2290",3961824
"2291",3963525
"2292",404339
"2293",4504945
"2294",5265256
"2295",5605249
"2296",5638360
"2297",6866210
"2298",6994155
"2299",7106456
"2300",7325084
"2301",9111528
"2302",9132110
"2303",9597908
"2304",962303
"2305",9743491
"2306",11163569
"2307",12278271
"2308",12942598
"2309",13006190
"2310",13178794
"2311",13287333
"2312",14267307
"2313",14527768
"2314",15413815
"2315",15941305
"2316",16009318
"2317",16093621
"2318",16129577
"2319",18760068
"2320",1929571
"2321",19680154
"2322",20037194
"2323",22725288
"2324",23136513
"2325",24808949
"2326",25804427
"2327",26562434
"2328",27418189
"2329",27421590
"2330",27470686
"2331",28233903
"2332",28566922
"2333",29114689
"2334",29685253
"2335",29811838
"2336",30257348
"2337",30565689
"2338",30755679
"2339",3892408
"2340",4583741
"2341",502025
"2342",5139013
"2343",5754641
"2344",7163742
"2345",7579255
"2346",877552
"2347",9011575
"2348",9225839
"2349",10521275
"2350",10571676
"2351",11500402
"2352",11502103
"2353",12003069
"2354",12511821
"2355",12954721
"2356",13095724
"2357",13157482
"2358",13569467
"2359",14026521
"2360",14584766
"2361",15007547
"2362",15323618
"2363",16394303
"2364",16527503
"2365",20764080
"2366",21321251
"2367",21953250
"2368",21999773
"2369",22829633
"2370",2283929
"2371",2292802
"2372",23073497
"2373",23262677
"2374",24480485
"2375",24723935
"2376",25530891
"2377",25641663
"2378",27410241
"2379",27606361
"2380",27608350
"2381",27744764
"2382",27905909
"2383",28205707
"2384",2820878
"2385",28674158
"2386",29333605
"2387",29379191
"2388",30014861
"2389",30262000
"2390",30319845
"2391",3106834
"2392",3453776
"2393",4402959
"2394",446317
"2395",4901568
"2396",5279613
"2397",5406189
"2398",7339153
"2399",8975589
"2400",9109767
"2401",9344306
"2402",9925464
"2403",10133934
"2404",10738258
"2405",11673736
"2406",11755177
"2407",13070272
"2408",13275545
"2409",13502371
"2410",13510219
"2411",13868042
"2412",14317808
"2413",14598591
"2414",14645633
"2415",15097981
"2416",15209616
"2417",15374299
"2418",15496465
"2419",15530051
"2420",15606075
"2421",15672306
"2422",1567658
"2423",16974283
"2424",18888078
"2425",18931925
"2426",19320164
"2427",19945693
"2428",19974817
"2429",2004118
"2430",20324917
"2431",20634346
"2432",22012579
"2433",24112187
"2434",24873598
"2435",26105244
"2436",26642383
"2437",27113578
"2438",27433300
"2439",27445460
"2440",28184342
"2441",28471695
"2442",29064074
"2443",29246991
"2444",29280803
"2445",29291784
"2446",29453739
"2447",29756166
"2448",30254514
"2449",3270220
"2450",3723470
"2451",382454
"2452",5646751
"2453",6158987
"2454",7142431
"2455",7350566
"2456",892700
"2457",9121746
"2458",9881941
"2459",10010265
"2460",11012406
"2461",11985281
"2462",12086295
"2463",12094719
"2464",12818472
"2465",12862536
"2466",12941141
"2467",13388064
"2468",13993846
"2469",14590798
"2470",14890874
"2471",15420252
"2472",15714544
"2473",16210155
"2474",16308634
"2475",17132393
"2476",18078212
"2477",21343295
"2478",22251593
"2479",2256264
"2480",25787042
"2481",26405080
"2482",26563328
"2483",26837162
"2484",26946107
"2485",2734380
"2486",27647322
"2487",27916611
"2488",28031306
"2489",28258260
"2490",28473153
"2491",28484089
"2492",28665745
"2493",28676932
"2494",28792474
"2495",28816972
"2496",28953790
"2497",29069151
"2498",29439817
"2499",29534622
"2500",29776426
"2501",29788180
"2502",29813217
"2503",29816467
"2504",30112422
"2505",30209353
"2506",30287906
"2507",3865276
"2508",3873989
"2509",9903587
"2510",10105333
"2511",10549124
"2512",10741580
"2513",10875573
"2514",10951992
"2515",11582081
"2516",11835125
"2517",11916288
"2518",12655582
"2519",12753259
"2520",13184791
"2521",13879231
"2522",13914646
"2523",13952356
"2524",13954219
"2525",14395345
"2526",1449354
"2527",1639957
"2528",1650918
"2529",18438141
"2530",20713359
"2531",20760186
"2532",21025398
"2533",21049347
"2534",2123000
"2535",21887987
"2536",22072827
"2537",22082961
"2538",22480103
"2539",2275921
"2540",23206744
"2541",23416831
"2542",24947309
"2543",25663833
"2544",25765245
"2545",25845354
"2546",25938595
"2547",26987275
"2548",27278082
"2549",27599183
"2550",27773729
"2551",27990368
"2552",29032026
"2553",29067613
"2554",2930149
"2555",29323483
"2556",29328433
"2557",29763052
"2558",30310964
"2559",30426812
"2560",4618160
"2561",4939263
"2562",5166323
"2563",5392241
"2564",7203462
"2565",7650114
"2566",9849174
"2567",10406510
"2568",10635552
"2569",10644048
"2570",11452347
"2571",11553813
"2572",11672974
"2573",11741238
"2574",13833692
"2575",1399801
"2576",14238106
"2577",14324452
"2578",14327657
"2579",14418953
"2580",14993836
"2581",14995249
"2582",15137817
"2583",15175653
"2584",16856223
"2585",17099131
"2586",18060132
"2587",18776949
"2588",1903718
"2589",19584101
"2590",19606403
"2591",19679043
"2592",20258798
"2593",20980976
"2594",22820546
"2595",23167640
"2596",23422529
"2597",24310487
"2598",24672387
"2599",24751398
"2600",24782105
"2601",24809691
"2602",24873519
"2603",26643646
"2604",27121194
"2605",27154378
"2606",28625886
"2607",29181004
"2608",29461355
"2609",29739979
"2610",29796769
"2611",30187585
"2612",30247803
"2613",30265461
"2614",30811725
"2615",326639
"2616",4101551
"2617",4231809
"2618",4257630
"2619",4811913
"2620",5004954
"2621",5443920
"2622",5947354
"2623",6476066
"2624",6777648
"2625",7024859
"2626",7276760
"2627",7330516
"2628",7532666
"2629",8991675
"2630",9544885
"2631",9902409
"2632",1006988
"2633",10146051
"2634",10350991
"2635",10551259
"2636",10672859
"2637",11682451
"2638",11799722
"2639",12816279
"2640",13272425
"2641",13910958
"2642",13985587
"2643",14300053
"2644",14366015
"2645",1496921
"2646",15231282
"2647",1560109
"2648",15780698
"2649",15866648
"2650",18223349
"2651",19743709
"2652",19777667
"2653",21406603
"2654",21572915
"2655",21904772
"2656",21940817
"2657",22674317
"2658",24389301
"2659",24427308
"2660",25542398
"2661",25617124
"2662",27317024
"2663",28141893
"2664",29559178
"2665",29582343
"2666",29756089
"2667",29773099
"2668",29806218
"2669",29851137
"2670",30071449
"2671",30265255
"2672",30472417
"2673",30484252
"2674",30634011
"2675",30675872
"2676",3381573
"2677",3423026
"2678",3731042
"2679",4563082
"2680",4572848
"2681",4740508
"2682",5103856
"2683",5933620
"2684",609997
"2685",6177133
"2686",6382142
"2687",6740199
"2688",6825753
"2689",6993478
"2690",7186644
"2691",9495485
"2692",95554
"2693",10230490
"2694",12047779
"2695",12958129
"2696",13512221
"2697",13718061
"2698",1377230
"2699",13798892
"2700",14354019
"2701",14666093
"2702",14846976
"2703",1583619
"2704",16472762
"2705",1666158
"2706",16724258
"2707",17006928
"2708",17017377
"2709",17181087
"2710",19954940
"2711",2089462
"2712",21124959
"2713",21371702
"2714",21477129
"2715",21967981
"2716",22649091
"2717",2317260
"2718",23740230
"2719",24046564
"2720",24098909
"2721",24753019
"2722",24780370
"2723",26080030
"2724",26480720
"2725",26933187
"2726",26940026
"2727",27872353
"2728",28132407
"2729",28444690
"2730",28649387
"2731",28649837
"2732",28652329
"2733",28847107
"2734",29471572
"2735",29652076
"2736",29721204
"2737",29987291
"2738",30193373
"2739",30663957
"2740",3197920
"2741",3415909
"2742",3518
"2743",3715212
"2744",3979841
"2745",4200409
"2746",5609937
"2747",5642697
"2748",7597252
"2749",832297
"2750",838552
"2751",9178848
"2752",9326168
"2753",9614537
"2754",9703682
